0	29.9009	94.0288	1.01426	16.7676	-1
1	30.2495	94.0288	2.72684	17.9298	-1
2	36.0009	114.114	3.47216	20.681	-1
3	32.5451	114.114	1.80458	18.9218	-1
4	33.4469	114.114	2.73076	20.7681	-1
5	34.5645	114.114	2.65405	17.3324	-1
6	33.8175	114.114	2.02539	18.8195	-1
7	34.8724	114.114	6.30424	20.3658	-1
8	37.9575	114.773	2.19151	19.6501	-1
9	39.3752	114.773	12.6368	19.9627	-1
10	39.069	114.773	4.42398	21.6597	-1
11	37.8682	114.773	5.8667	19.949	-1
12	38.1378	114.773	8.80789	19.9695	-1
13	40.7952	124.429	4.03942	24.0345	-1
14	42.2026	136.801	7.56827	25.859	-1
15	42.437	136.801	1.49322	26.4085	-1
16	42.8523	140.508	1.84668	26.4399	-1
17	52.6164	140.508	5.21999	32.7013	-1
18	52.6535	140.707	5.99716	31.5156	-1
19	58.7503	161.586	0.707641	36.3944	-1
20	60.1183	161.586	7.6698	33.1736	-1
21	59.1081	161.586	2.699	37.7235	-1
22	54.7085	161.586	3.53089	35.0224	-1
23	61.7035	161.586	9.68595	34.7349	-1
24	62.0509	161.586	2.24898	35.3764	-1
25	63.3673	161.586	12.4481	33.4789	-1
26	73.7292	161.586	3.88023	37.982	-1
27	70.1261	161.586	3.31372	37.3406	-1
28	71.9141	161.586	10.8249	38.6187	-1
29	76.908	161.586	6.14166	37.6927	-1
30	71.5385	161.586	2.99571	40.5347	-1
31	71.1047	161.586	12.9717	39.284	-1
32	74.3696	161.586	3.56381	38.5869	-1
33	78.2375	165.232	9.51051	40.759	-1
34	78.4637	165.232	6.03244	39.7897	-1
35	82.2336	165.232	9.59884	41.3929	-1
36	89.8728	165.232	12.9591	39.2734	-1
37	77.8874	165.232	2.04629	39.9595	-1
38	82.3791	165.232	10.458	39.5474	-1
39	77.6452	177.17	1.56271	43.2227	-1
40	78.7259	177.17	2.49279	42.7759	-1
41	82.1448	180.676	2.11493	44.8274	-1
42	91.6183	180.676	4.16471	43.3778	-1
43	77.7655	180.676	11.1293	43.6588	-1
44	83.6299	180.676	10.5738	40.8732	-1
45	89.4636	180.676	17.2477	44.2087	-1
46	75.9377	180.676	2.76238	44.5704	-1
47	76.1068	180.676	2.68174	44.5558	-1
48	68.067	180.676	1.67354	41.6201	-1
49	80.8884	180.676	15.2443	44.7896	-1
50	75.3525	180.676	5.33543	46.5676	-1
51	82.5532	180.676	5.91528	47.4749	-1
52	89.3543	181.081	1.09887	48.6991	-1
53	95.9631	181.081	1.70059	43.4292	-1
54	91.8404	181.081	1.99901	47.8492	-1
55	90.3629	181.081	5.59095	46.9588	-1
56	86.8444	181.081	2.17817	47.5459	-1
57	84.12	181.081	12.639	44.9944	-1
58	89.3127	181.081	10.8939	45.7991	-1
59	76.4378	181.081	3.17254	46.121	-1
60	83.7837	195.087	1.68322	48.3668	-1
61	82.678	195.087	2.25055	43.8556	-1
62	71.2473	195.087	9.68199	44.5115	-1
63	76.6751	195.087	7.57586	45.9085	-1
64	75.6505	195.087	8.15071	42.236	-1
65	77.5675	195.087	0.905469	45.6966	-1
66	76.5147	195.087	1.26884	46.6728	-1
67	70.2905	195.087	4.50293	47.9245	-1
68	77.0209	195.087	2.0626	47.6901	-1
69	74.0527	195.087	10.4686	43.1471	-1
70	84.9364	195.087	17.1342	44.9212	-1
