0	19.7264	40.7225	4.06942	9.26452	-1
1	21.1393	53.9924	3.0301	10.5637	-1
2	21.9538	53.9924	6.26907	10.8511	-1
3	22.0931	53.9924	5.52206	11.6564	-1
4	24.8181	53.9924	4.78691	10.9771	-1
5	29.0333	60.3394	4.56234	12.8999	-1
6	30.6721	67.591	12.016	12.0255	-1
7	26.6314	67.591	8.03603	13.7208	-1
8	29.8749	67.591	8.40528	13.052	-1
9	26.3072	67.591	8.28206	11.7956	-1
10	30.201	67.591	9.37748	14.6228	-1
11	30.9942	67.591	11.0147	12.5359	-1
12	27.5691	67.591	5.39428	13.9607	-1
13	33.2667	67.591	16.0912	10.2379	-1
14	30.528	67.591	13.4429	12.3448	-1
15	32.1032	67.591	15.7343	11.8416	-1
16	33.5454	67.591	7.90341	11.583	-1
17	33.8683	67.591	4.93479	14.7809	-1
18	31.9499	67.591	2.58285	13.9783	-1
19	31.8748	67.591	12.2097	13.4191	-1
20	29.6841	67.591	13.3593	12.3023	-1
21	33.6671	67.591	15.5184	12.5517	-1
22	36.5918	67.591	8.20387	13.6432	-1
23	33.1903	67.591	3.56158	14.2741	-1
24	30.928	67.591	14.6045	13.103	-1
25	37.6323	67.591	8.26562	14.63	-1
26	33.9141	67.591	8.20655	13.0358	-1
27	31.6338	67.591	4.58311	12.6629	-1
28	32.0058	67.591	15.5399	12.3123	-1
29	30.0011	67.591	6.65237	12.805	-1
30	31.3675	67.591	7.80911	12.124	-1
31	34.4732	67.591	8.1559	13.0652	-1
32	34.7746	67.591	22.158	9.7515	-1
33	34.7666	67.591	20.6295	8.45839	-1
34	31.9904	67.591	18.8293	10.1069	-1
35	32.1967	67.591	16.4136	10.3834	-1
36	31.4288	67.591	4.32786	12.8557	-1
37	34.0818	67.591	18.5588	10.959	-1
38	32.5793	67.591	18.7083	10.5597	-1
39	31.322	67.591	18.2138	10.6843	-1
40	32.8609	80.9173	6.10879	13.1723	-1
41	31.4337	80.9173	4.20423	16.0857	-1
42	36.1738	80.9173	4.39121	14.2973	-1
43	34.819	80.9173	11.0352	12.7127	-1
44	34.6751	80.9173	9.99284	13.5701	-1
45	30.892	80.9173	12.0519	13.2779	-1
